App Link on Google Play,Application Name,Number of Reviews,Application Description,Number of Characters in Description,Overall Rate,First Page Reviews,Number of Characters in First Page Reviews,Last Update,Ending Date,Number of Days Since Last Update,App Size,App Installs, Version Required,,,,,,,,,,,
https://play.google.com/store/apps/details?id=org.artsmia.riddlemiathis,Riddle Mia This,9.00,"Cryptic messages. Hidden clues. Secret societies. This is the Minneapolis Institute of Art as giant puzzle room, a museum mystery you can solve with the Riddle Mia This app. Use the app to search for clues in the artworks and expose a secretive faction of anti-technologists.  You can only play Riddle Mia This while visiting the Minneapolis Institute of Art. Play by yourself or with a team. It takes about an hour to play",423.00,4.60,"It was a little confusing to get started, but lots of fun once we got going. I hope there are more options in the future, as it would not be fun to do the same one again. We got to see some different things because of the app. Takes you through the museum in about an hour, giving you puzzles along the way. A great way to experience the museum! Fun and challenging at the right amount. A good way to discover things you don't about the Mia Didn't work, camera wouldn't open",474.00,10/10/2019,19/03/2021,526.00,85.00,1000.00,4.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.nationalgallerysingapore.galleryexplorer,Gallery Explorer,55.00,"Unlock the full digital experience on your visit to National Gallery Singapore with our official companion app. Featuring immersive, self-guided audio tours of our long-term displays and special exhibitions for both adults and children, you will discover unique insights into the largest public collection of modern Singapore and Southeast Asian art, as well as the historical monuments they are housed in. SIMPLE, EASY TO USE• A newly refreshed user interface improves the user experience and makes it easier to find what you are looking for at the Gallery.• Listings for current and upcoming exhibitions, events, and dining options help you plan your visit to the Gallery.• When you see an artwork with a QR code, simply scan the code with the in-app scanner to unlock rich insights about the artwork• You can also listen to these audio stops by raising your phone to your ear. No more getting tangled in your cables! (Video content still requires the use of earphones.)64,000 SQM OF ART, DINING, AND RETAIL• Never get lost as each exhibition location is clearly marked in a detailed isometric map.• The map cuts across all 6 floors of the Gallery and both the Supreme Court Wing and City Hall Wing, making it easier to navigate all 64,000 sqm of the museum.• Enjoy a range of impeccably curated dining and retail options from the Museum Shop & Café, to the 2-Michellin-starred restaurant by Chef Julian Royer, Odette. IMMERSIVE AUDIO TOURS FOR EVERYONE• An audio tour accompanies each of the long-term displays (Siapa Nama Kamu? and Between Declarations and Dreams) and special exhibitions on display.• Travel back in time to the illustrious past of the Gallery with the Building History Tour. Learn more about the two iconic buildings that house the largest public collection of modern art in Singapore and Southeast Asia – the former City Hall and Supreme Court. • Two kids-friendly tours have also been curated to engage the young and young at heart by taking listeners on an audio adventure across the two long-term displays. UNREALISED• Conceptualised as an extension to our long-term displays, visitors may unlock these experiences only with the Gallery Explorer app.• Features the work of three artists, Heman Chong, Ho Tzu Nyen, and Erika Tan• Unlock these works by scanning the QR codes when you encounter them",2322.00,3.80,"Pretty hard to get started, it was not easy to find where to start Experienced problems with audio & video clips A brilliant way to enrich your experience good content, but constantly crashes when scanning QR codes, and does not work over the gallery's wifi",257.00,07/01/2019,19/03/2021,802.00,21.00,10000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.vienom.khm.kunstvermittlung,KHM Stories - Experience Kunsthistorisches Museum,281.00,"Rediscover the diversity of our collections through interactive tours on topics like “love” or “magic”! Your smartphone guides you to famous and hidden works of art and let you look at them as if through a magnifying glass. See the backside of works, views from the inside or x-ray images which would otherwise be hidden and sharpen your eyes for the details. Interactive elements make the originals even more exciting and build bridges from the past to the present. Let yourself be informed, surprised and entertained- and, most important: Take part!!Here it goes – 9 Tours already available and waiting for youFeatures: * Total of 9 tours * Children’s tours starting from age 8 * Interactive elements * German, English, Turkish and BCS (Bosnian, Croatian and Serbo-Croatian) * Navigation through the museum * Barrier-free access availableRead ",845.00,4.40,"An interesting way to visit a museum. I followed a tour through and it was a delight... for the most part. Some details in the app are a matter of taste and some objects had been moved. Keeping tours updated with artwork locations in the museum seems like a long-term task. Not useful as guide. It's not possible to find item by name or number. You have to only follow thematic tour. Why?! Very well put together tour, very interesting background information. A few glitches with the app though, where some of the audio files don't play. Really good tours that inspire you to spend more time with the art and artefacts.",619.00,11/09/2019,19/03/2021,555.00,54.00,10000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=or.kr.nationalmuseum,Guide: National Museum of Korea,255.00,"The National Center of Korea is a National Gyeongju Museum, National Gwangju Museum, National Jeonju Museum, National Cheongju Museum, National Buoyo Museum, National Gimhae Museum, National Jeju Museum, National Museum Gongju, National Museum Chuncheon, National Museum Naju, National Museum Jinju, National Museum Daegu, National Museum Iksan and one application for viewers to have a convenient and enjoyable museum viewing Exhibit contents using augmented reality (AR), experiential animation, video, etc. can be used.Using the indoor positioning technology, you can use the exhibition rooms and exhibits automatically for photos, explanations and voice guidance services of exhibits. However, you need to enable location information and Bluetooth function.You can create and use the viewing flow line directly, you can share it and use it the same way.   ※ National Museum of Korea app is compatible with Android 7.0 or later",930.00,3.90,a personal and FREE docent to the museum. You can plan the rooms to visit and save the artefacts that merit further study. Brilliantly connected. Well designed guide app National Museum Korea App This app is awesome. It is the same as the 3000kw audio guide offered by the museum and includes beautiful pictures. Museum in a box for revisiting.,344.00,30/01/2020,19/03/2021,414.00,80.00,100000.00,7.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=org.amnh.explorer,Explorer - AMNH NYC,975.00,"Download Explorer for a new way to experience the American Museum of Natural History (AMNH) in New York City! Enjoy behind-the-scenes stories about exhibits, captivating interactives, stimulating quizzes and more.THE NEW YORK TIMES on Explorer:""A great aid to anyone seeing the museum for the first or 40th time.”""Lots of fun facts, videos, and teaching tools for some 70 of the most compelling items on display.""""Guides you GPS-like to exhibitions it recommends you see based on your input.""""Very helpful if you are looking to find the bathroom or the cafe.""Explorer Features:Personalize Your Experience- Your journey is up to you! Select your interests and Explorer will organize your list based on how close you are to your favorite exhibits.Test Your Knowledge- Uncover evolutionary relationships between species by testing your understanding of how mammals are related, in the Tree of Life featured experience. Purchase Tickets and Skip the Ticket Line- Purchase tickets in Explorer and skip the line. Already have tickets? Link them to Explorer using your order ID.Find Out More About the Museum’s Exhibits- Explore amazing worlds and unlock the secrets of the Museum from anywhere – home or inside the Museum! View iconic exhibits from the Museum’s world-famous halls. - Discover new exhibits, go behind the scenes, and dive deeper with videos, quizzes, and more.Share Your Experience- Share highlights from your visit on Facebook, Twitter, and more.- Take a selfie and share your adventures on social media.Get Turn-by-Turn Directions Using Beacon Technology- Visiting the Museum? Explorer provides turn-by-turn directions from any location, from the edge of the universe to the age of the dinosaurs, plus the shortest route to restrooms, shops, cafes, and exits.How does Explorer know where you are? The Museum has placed more than 700 Bluetooth beacons throughout its 45 permanent halls. These tiny beacons give off signals that your phone can detect (when Bluetooth is enabled). Your phone calculates your position based on detecting three of these beacons simultaneously. This triangulation is not always perfect, especially in certain areas like large, multi-level halls, meandering walkways, or stairwells. Your phone should be able to detect the hall that you are in and provide turn-by-turn directions, but sometimes the “blue dot” is not exactly in the right place. In some rare cases it will even be missing. Moving to another area and waiting a few moments will usually fix the issue.The Museum’s free AMNH-Guest Wi-Fi also varies in strength throughout the complex. Certain materials and large exhibits (i.e. the Blue Whale) either absorb or reflect the radio signals used by Wi-Fi, further complicating this technology. If you experience difficulty connecting to Wi-Fi in a particular part of the Museum, you can usually fix the issue by moving a short distance away.NOTE: Bluetooth must be turned on for full functionality. Continued use of GPS running in the background can dramatically decrease battery life.Let us know how the app is working and how we can improve your Museum experience by sending us your feedback to explorer@amnh.org*Supported by Bloomberg PhilanthropiesRead ",3204.00,4.00,"Certainly can be improved. More info about the displays and some audio description can be added. But overall a successful and well thought app. This is great! The museum is gigantic, and if you need to go somewhere you can navigate inside the museum with this app. Also there's some background information. Highly recommended! Great App. It saves so much time as you know where you are and where you want to go Loved the indoor navigation which is a little hidden and was very impressed by the additional information like videos available inside the app. Sometimes not obvious how to use but still a recommendation (i.e. Tipping on POIs on the map does not provide an intuitive means to start a navigation to th...Full ReviewLoved the indoor navigation which is a little hidden and was very impressed by the additional information like videos available inside the app. Sometimes not obvious how to use but still a recommendation (i.e. Tipping on POIs on the map does not provide an intuitive means to start a navigation to that point)",1034.00,07/02/2020,19/03/2021,406.00,54.00,100000.00,6.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=museum.smb.tamam.refrakt,TAMAM,,"Mit dieser App erweckst du die Sammlung des Museum für Islamische Kunst und die TAMAM-Materialien zum Leben. Ausgewählte Werke lassen sich mit der App scannen und werden in der Augmented Reality digital erweitert. Achte dabei auf Markierungen im Museum oder orientiere dich am Raumplan im App-Menü. Bei einigen Objekten muss man genau hinsehen, bei anderen auch hinhören. Einige lassen die Figuren aus dem Rahmen tanzen, andere zeigen Dir wie sich komplexe Muster und Strukturen zusammensetzen.Features– übersichtliche Liste aller interaktiven Objekte– Verortung der Objekte im Museum in Form eines interaktiven Raumplans– Hintergrundinfos zu den Objekten– Screenshot- und SharingfunktionÜber das ProjektTAMAM ist ein Projekt, das mehrere Moscheen und das Museum für Islamische Kunst zusammen durchführen. In diesem Rahmen wird Unterrichtsmaterial für die Kulturelle Bildung in Moscheegemeinden entwickelt. Damit werden Bildungsakteure vernetzt, die bisher nur wenig miteinander kooperiert haben. Durch partizipatives Arbeiten sind die teilnehmenden Multiplikatorinnen und Multiplikatoren nachhaltig in den Entwicklungsprozess eingebunden.Ausgangspunkt des Unterrichtsmaterials sind die Kunstwerke im Museum für Islamische Kunst. Die Kernaussage, die mit dem Material transportiert wird, lautet: „Gemeinsame Vergangenheit - gemeinsame Zukunft“. Denn alle Kunstwerke erzählen spannende Geschichten von interkulturellem Austausch und transregionalen Bezügen. Die Entstehung der Objekte kam erst dadurch zu Stande, dass Menschen, Ideen und Objekte gewandert sind und in regem Austausch standen. In der Kunstgeschichte wird klar: Der Kontakt und die gegenseitige Bereicherung verschiedener Ethnien, Kulturen und Religionen hat Kunstwerke von dieser Qualität ermöglicht. Diese Botschaft holen wir in die Gegenwart und kombinieren sie mit der Alltagserfahrung junger Musliminnen und Muslime in Deutschland. Die Objekte des Museums werden dadurch zum Medium für eine Bildungsarbeit, die mit der Kunst aktuelle gesellschaftliche Prozesse von hoher Relevanz begleitet. Unterstützt werden die Unterrichtsmaterialien von verschiedenen neuen Medien, wie der TAMAM-App, die Du Dir hier runterladen kannst.Mehr über das TAMAM-Projekt erfährst Du auf www.tamam-projekt.de. Dort findest Du nach und nach auch das gesamte Unterrichtsmaterial.With this app you bring to life the collection of the Museum of Islamic Art and the TAMAM materials. Selected works can be scanned with the app and digitally expanded in Augmented Reality.Pay attention to markings in the museum or orient yourself on the room plan in the app menu. For some objects, you have to look closely and listen to others. Some let the figures dance out of the frame, others show you how complex patterns and structures are put together.features- clear list of all interactive objects- Location of the objects in the museum in the form of an interactive spatial plan- Background information about the objects- Screenshot and sharing functionabout the projectTAMAM is a project that involves several mosques and the Museum of Islamic Art together. Within this framework, educational materials for cultural education in mosque communities will be developed. This links education players who have previously had little cooperation with each other. Through participatory work, the participating multipliers are sustainably involved in the development process.The starting point of the teaching material are the works of art in the Museum of Islamic Art. The key message conveyed by the material is ""Common past - common future"". Because all works of art tell exciting stories of intercultural exchange and transregional references. The emergence of the objects came about only when people, ideas and objects wandered and were in lively exchange. In art history, it becomes clear that the contact and the mutual enrichment of different ethnic groups, cultures and religions has enabled works of art of this quality. We bring this message into the present and combine it with the everyday experience of young Muslims in Germany. The objects of the museum thus become a medium for educational work, which accompanies art with current social processes of high relevance. The teaching materials are supported by various new media, such as the TAMAM app, which you can download here.Find out more about the TAMAM project at www.tamam-projekt.de. There you will gradually find all the teaching material",4439.00,0.00,no English,10.00,03/02/2019,19/03/2021,775.00,30.00,100.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=au.com.ngv.ngvapp,NGV App,12.00,"NGV App is your guide to navigating the National Gallery of Victoria's collections, programs and exhibition spaces. Use it to pre-plan your visit, discover more about art and artists, and find your way around the gallery. FEATURES: Audio tours featuring stories and insights from artists and curatorsDaily ‘what’s on’ updates, including current exhibitions, guided tours, programs and eventsMapsBehind-the-scenes video, artist interviews and more... Note:An internet connection is required to access content about artworks and exhibition spaces.When visiting NGV, connect to the NGV-Public wifi for optimal performance",618.00,3.30,"worked well. using free WiFi can be slow though very limited app. uninstall. excellent Wished it worked. Buggy, crashes continually on a Pixel",142.00,02/02/2020,19/03/2021,411.00,24.00,5000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=org.lacma.lacma_mca,LACMA Member Card,6.00,"The LACMA Member Card gives you the ability to carry your member ID with you everywhere you carry your phone—it’s a great way to go green and never have to worry about whether or not you remembered to bring your member ID! Getting started is easy: just enter your member ID number into the app. You’ll get a verification code emailed to you or sent by text message. Don’t know your member ID, or just joined? Input your phone number or email address and we’ll match it to your record and send you the verification code. Show your Member Card at any LACMA Ticket Office for your free tickets, access to Member Previews and Member Mondays, and much more. The LACMA Digital Member Card provides the exact same access to the array of benefits that your plastic card did—all while going green!Read ",793.00,4.30,"Needs to do more. Wish was part of a larger app with LACMA information, such as a map, event listings, etc.",107.00,23/12/2019,19/03/2021,452.00,1.40,1000.00,6.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=gov.loc.nls.dtb,BARD Mobile,381.00,"CARRY A LIBRARY IN YOUR POCKETAccess tens of thousands of books—from current best sellers to much-loved classics, popular magazines, and music instruction and scores in audio and electronic braille formats, with new selections added daily.HOW DO I GET STARTED?This app allows access for eligible users who have enrolled in the National Library Service for the Blind and Print Disabled (NLS) at the Library of Congress. To enroll call 1-888-NLS-READ (1-888-657-7323) and follow the prompts for your state. You can also request enrollment information at https://www.loc.gov/thatallmayread.If you are already registered for NLS service, contact your cooperating NLS library to request your BARD account. You can find your library by visiting https://www.loc.gov/nls/braille-audio-reading-materials/find-a-local-library/.WHO IS ELIGIBLE?BARD Mobile is a service of NLS. NLS provides free audio and braille reading materials to residents of the United States and American citizens living abroad who cannot read standard print. If you are blind or have temporary or permanent low vision or a disability that prevents you from reading or holding the printed page, you may be eligible for this program. For more information on eligibility, visit https://www.loc.gov/nls/about/eligibility-for-nls-services or contact your cooperating network library",1340.00,4.40,"When I had bard mobile on an eye phone that I had before the phone android, I found alot of great books to read ! It keeps crashing or downloads a book and then says the content is protected and I can't listen to it! I find the application very convenient and user friendly. Much easier than carrying a big, clunky player. I would request that the settings be updated to include being able to set the ""part"", ""chapter"" ""bookmark"" or ""phrase"" to which ever one is most convenient for the user as the default setting. A...Full ReviewI find the application very convenient and user friendly. Much easier than carrying a big, clunky player. I would request that the settings be updated to include being able to set the ""part"", ""chapter"" ""bookmark"" or ""phrase"" to which ever one is most convenient for the user as the default setting. Also add an ""off"" option. I constantly hit the back or forward button on my headset when I am trying to press the stop/play button and it takes me forever to find my place again because it jumps back to the previous chapter. This app is every thing it should be and more. I use it for hours every day. The selection is virtually unlimited--books, magazines, newspapers, articles, whatever I want. You won't be disappointed.",1253.00,26/02/2020,19/03/2021,387.00,8.70,10.00,6.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.memrise.android.memrisecompanion,"Learn Languages with Memrise - Spanish, French",1298775.00,"Download Memrise and learn Mexican Spanish, Spanish, French, German, Japanese (Kanji), Italian, Korean, Chinese, Portuguese, Russian, Arabic, Dutch, Swedish, Norwegian, Polish, Turkish, Danish or even English.Join over 45 million people. Have fun. Learn your fave language and impress the hell out of yourself with what you can achieve.  Let real native speakers teach you their language from the streets of their home town through our Learn with Locals video clips.Give us a try – your first lesson's on the house.Here's why we're different:We've got killer learning science behind the scenes. It speeds up your learning and helps you remember your new words, as if your mind keeps hitting the save button. Not that you'd notice. You're too busy watching fun video clips, seeing real locals in bucket-list destinations and playing little quiz-type games. The opposite of textbook learning.Wherever you Memrise, you're a million miles from the classroom.Then the good bit happens. You're in the moment, a local wants to talk. Do you freeze up? No. Not on our watch. You recall the key phrases you learned. You speak naturally. Not perfect but it's still good banter. You aren't worried. You're just going for it. You're balls-out confident. You did it.Mic drop.Download Memrise to:- Learn with locals: we took real native speakers and shrunk them into the app. Your miniature friends help you learn fun, conversational phrases. A few swear words too.- Practice games: our science does one-to-one coaching with your mind, while you have fun with Speed Review, Listening Skills, Difficult Words and Classic Review.- Improve your pronunciation: so when you say 'beaucoup' (a lot) you never accidentally say it 'beau cul' (nice ass). Record yourself and our smart tech will tell you if you got it right or need to try again.- Learn anywhere: download your course to learn in places that don't have signal and seem to be stuck in the 80s.- Build an entertaining habit: learn as much or as little as you want. You only need 5 minutes a day to improve. Perfect for making your loo break a lot more fun.Memrise, the best language learning app for: Mexican Spanish, Spanish, French, German, Japanese (Kanji), Italian, Korean, Chinese, Portuguese, Russian, Arabic, Dutch, Swedish, Norwegian, Polish, Turkish, Danish or even English.-----------------------PLEASE NOTE:You need a Memrise subscription to access all courses and features. But the courses and features that are available vary depending on the language of your device.Once purchased, subscriptions will automatically renew unless cancelled before the end of the current payment period. Subscriptions can be managed or cancelled in your Google Play Store account.-----------------------In-app Permissions - To enable some of the features of the Memrise app we may need to ask for your permission. For example, we'll ask to access your microphone if you'd like to practice your pronunciation skills. You can change permissions at any time in your settings.-----------------------Follow us on social media for inspiration on your foray into the language learning world:* Facebook: https://www.facebook.com/memrise/* Twitter: https://twitter.com/memrise* Instagram: https://www.instagram.com/memrise/Privacy Policy: https://www.memrise.com/privacy/Terms of Use: https://www.memrise.com/terms/Memrise: for language learners who want to learn Mexican Spanish, French, German, Japanese (Kanji), Italian, Korean, Chinese, Portuguese, Russian, Arabic, Dutch, Swedish, Norwegian, Polish, Turkish, Danish or even English",3560.00,4.60,"I have used the app for about a year and it has been really good. But recently it won't load anything at all even though my internet connection is totally fine. It will just load the course on main screen once after being opened. After doing anything else that makes the screen reload, nothing come u...Full ReviewI have used the app for about a year and it has been really good. But recently it won't load anything at all even though my internet connection is totally fine. It will just load the course on main screen once after being opened. After doing anything else that makes the screen reload, nothing come up while it still shows it is loading. Clearing the cache or data does not fix this. This app used to be so great. You could learn almost anything. People were able to make courses on languages that otherwise wouldn't get much exposure. I loved memrise! The website I was learning Korean on even had a memrise set to go along with the lessons. I learned a lot. But now? After the ""big ...Full ReviewThis app used to be so great. You could learn almost anything. People were able to make courses on languages that otherwise wouldn't get much exposure. I loved memrise! The website I was learning Korean on even had a memrise set to go along with the lessons. I learned a lot. But now? After the ""big new updates"", it's not the same app at all. The amount of languages is no where NEAR how many there were before. Everything is paywalled. I am very upset. Bring the old memrise back. This app is perfect for leaening languages, especially when you got a short moment of time. So far I've learned 3 languages over it and I sure will continue. Though it's sad that user made courses are only available on pc, I can remember that there was a search option to find other courses when I st...Full ReviewThis app is perfect for leaening languages, especially when you got a short moment of time. So far I've learned 3 languages over it and I sure will continue. Though it's sad that user made courses are only available on pc, I can remember that there was a search option to find other courses when I started. Also, once you get used to the latest design changes they put out a new one... This is helping me step up my game so much! Before I had so much trouble learning vocabulary, and I'd have to go through countless pages to even remember 5 words. Memrise makes it so easy to just see the word, learn it and never forget it. Now I know lots and lots of vocabulary and I couldn't be hap...Full ReviewThis is helping me step up my game so much! Before I had so much trouble learning vocabulary, and I'd have to go through countless pages to even remember 5 words. Memrise makes it so easy to just see the word, learn it and never forget it. Now I know lots and lots of vocabulary and I couldn't be happier with my progress. Seriously one of the best things I could do to quickly progress in my language studies is install this app. You won't regret it!",2960.00,03/04/2020,19/03/2021,350.00,8.10,1000000.00,5.00,,,,,,,,,,,
